Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,191",The Hours of the Day 2004 Re-release,"$6,724",-,-,"$6,724",100%
"1,192",Oseam,"$6,658",-,-,"$6,658",100%
"1,193",Master of the Game,"$6,554","$6,554",100%,-,-
"1,194",The Last Place on Earth,"$6,505","$6,505",100%,-,-
"1,195",Milk White,"$6,400",-,-,"$6,400",100%
"1,196","Hotel, hotel","$6,183",-,-,"$6,183",100%
"1,197",Love Object,"$6,028","$6,028",100%,-,-
"1,198",When Ruoma Was Seventeen,"$5,785",-,-,"$5,785",100%
"1,199",Klezmer on Fish Street,"$5,724","$5,724",100%,-,-
"1,200",Hold My Heart,"$5,420",-,-,"$5,420",100%
"1,201",Particles of Truth,"$5,348","$5,348",100%,-,-
"1,202",Home of the Brave,"$4,874","$4,874",100%,-,-
"1,203",The Sisters,"$4,784",-,-,"$4,784",100%
"1,204",How to Draw a Bunny,"$4,658","$4,658",100%,-,-
"1,205",West Town Girls,"$4,635",-,-,"$4,635",100%
"1,206",Open My Heart,"$4,381","$4,381",100%,-,-
"1,207",The Hillside Strangler,"$4,143","$4,143",100%,-,-
"1,208",Stella Street,"$4,119","$4,119",100%,-,-
"1,209",Bandido,"$4,064","$4,064",100%,-,-
"1,210",Monday Morning 2004 Re-release,"$3,985",-,-,"$3,985",100%
"1,211",Sista kontraktet,"$3,899",-,-,"$3,899",100%
"1,212",Saints and Sinners,"$3,826","$3,826",100%,-,-
"1,213",My Wife Maurice 2004 Re-release,"$3,803","$3,803",100%,-,-
"1,214",The Green Butchers,"$3,783","$3,783",100%,-,-
"1,215",Big Animal,"$3,733","$3,733",100%,-,-
"1,216","Still, the Children Are Here","$3,685","$3,685",100%,-,-
"1,217",Brothers in Arms,"$3,664","$3,664",100%,-,-
"1,218",Moog,"$3,604","$3,604",100%,-,-
"1,219",Cockfight,"$3,600","$3,600",100%,-,-
"1,220",Grand Theft Parsons,"$3,438",-,-,"$3,438",100%
"1,221",Tamala 2010: A Punk Cat in Space,"$3,386","$3,386",100%,-,-
"1,222",Requiem 2004 Re-release,"$3,357",-,-,"$3,357",100%
"1,223",What Friends Are,"$3,321",-,-,"$3,321",100%
"1,224",Solarmax 2004 Re-release,"$3,276",-,-,"$3,276",100%
"1,225",Le silence,"$2,954",-,-,"$2,954",100%
"1,226",Lili's Apron,"$2,814",-,-,"$2,814",100%
"1,227",Okraina,"$2,797","$2,797",100%,-,-
"1,228",The Child I Never Was,"$2,609","$2,609",100%,-,-
"1,229",Conspiracy of Silence,"$2,598","$2,598",100%,-,-
"1,230",Risk/Reward,"$2,517","$2,517",100%,-,-
"1,231",Swing,"$2,509","$2,509",100%,-,-
"1,232",L'autre monde 2004 Re-release,"$2,494","$2,494",100%,-,-
"1,233",Motocross Kids,"$2,462","$2,462",100%,-,-
"1,234",Firedancer,"$2,422","$2,422",100%,-,-
"1,235",The Coast Guard 2004 Re-release,"$2,314",-,-,"$2,314",100%
"1,236",Los perros,"$2,083",-,-,"$2,083",100%
"1,237",Good Advice 2004 Re-release,"$2,002",-,-,"$2,002",100%
"1,238",Dans le rouge du couchant,"$1,950",-,-,"$1,950",100%
"1,239",Gate to Heaven,"$1,917",-,-,"$1,917",100%
"1,240",Senrigan,"$1,791",-,-,"$1,791",100%
"1,241",Small Cuts 2004 Re-release,"$1,752",-,-,"$1,752",100%
"1,242",The Road to Love,"$1,714","$1,714",100%,-,-
"1,243",Marathon,"$1,703","$1,703",100%,-,-
"1,244",Persons of Interest,"$1,672","$1,672",100%,-,-
"1,245",Rockets Redglare!,"$1,605","$1,605",100%,-,-
"1,246",What Boys Like,"$1,554","$1,554",100%,-,-
"1,247",Fighter in the Wind,"$1,518",-,-,"$1,518",100%
"1,248",Shwaas,"$1,416","$1,416",100%,-,-
"1,249",Italian for Beginners 2004 Re-release,"$1,308",-,-,"$1,308",100%
"1,250",The Praying Mantis,"$1,018",-,-,"$1,018",100%
"1,251",800 Bullets 2004 Re-release,$866,$866,100%,-,-
"1,252",Anatomy 2 2004 Re-release,$623,$623,100%,-,-
"1,253","Jesus, You Know",$604,$604,100%,-,-
"1,254",Autografia,$480,-,-,$480,100%
"1,255",Tasuma,$479,$479,100%,-,-
"1,256",Free as Love,$340,-,-,$340,100%
"1,257",And God Came Down to See,$284,-,-,$284,100%
"1,258",Cheers: How Do I Love Thee?... Let Me Call You Back,$162,-,-,$162,100%
"1,259",Shaolin vs. Evil Dead,$25,-,-,$25,100%
