Rank,Release Group,Worldwide,Domestic,%,Foreign,%
771,Coastal Life,"$130,200",-,-,"$130,200",100%
772,Monday Morning,"$129,915",-,-,"$129,915",100%
773,Maryam,"$129,265","$129,265",100%,-,-
774,Kolay para,"$129,018",-,-,"$129,018",100%
775,"Don Quixote, Knight Errant","$128,834",-,-,"$128,834",100%
776,This Is Magic,"$128,295",-,-,"$128,295",100%
777,We Need a Vacation,"$128,138",-,-,"$128,138",100%
778,American Chai,"$127,518","$127,518",100%,-,-
779,Hi! Dharma!,"$127,312",-,-,"$127,312",100%
780,Hiu sam seung oi,"$127,092",-,-,"$127,092",100%
781,O Fantasma,"$126,783","$126,783",100%,-,-
782,Paraíso B,"$126,532",-,-,"$126,532",100%
783,Leo & Claire,"$125,734",-,-,"$125,734",100%
784,The Same Kind in Zamalek,"$125,541",-,-,"$125,541",100%
785,The Power of the Past,"$125,278",-,-,"$125,278",100%
786,Boxed,"$124,941",-,-,"$124,941",100%
787,Singin' in the Rain 2002 Re-release,"$124,382","$120,420",96.8%,"$3,962",3.2%
788,Joint Security Area,"$124,071",-,-,"$124,071",100%
789,X 2002 Re-release,"$123,559",-,-,"$123,559",100%
790,Secret Ballot,"$122,875","$114,909",93.5%,"$7,966",6.5%
791,Fidel,"$121,304","$121,304",100%,-,-
792,Amy's Orgasm,"$119,664","$119,664",100%,-,-
793,The Komediant,"$119,506","$119,506",100%,-,-
794,Tristan et Iseut,"$119,335",-,-,"$119,335",100%
795,Khola al damaq shohi,"$119,264",-,-,"$119,264",100%
796,Home Movie,"$119,052","$119,052",100%,-,-
797,Walking on Water,"$118,176",-,-,"$118,176",100%
798,Do Fish Do It?,"$115,566",-,-,"$115,566",100%
799,How Harry Became a Tree,"$113,989",-,-,"$113,989",100%
800,Impulses,"$113,759",-,-,"$113,759",100%
801,Seaside,"$113,724","$15,290",13.4%,"$98,434",86.6%
802,Food of Love,"$113,164","$43,922",38.8%,"$69,242",61.2%
803,A Paixão de Jacobina,"$112,442",-,-,"$112,442",100%
804,The Producers,"$111,866","$111,866",100%,-,-
805,The Bomber,"$111,852",-,-,"$111,852",100%
806,Hometown Legend,"$111,806","$111,806",100%,-,-
807,Heidi,"$111,387",-,-,"$111,387",100%
808,The Place That Was Paradise,"$110,737",-,-,"$110,737",100%
809,Bridget,"$109,611",-,-,"$109,611",100%
810,Dust,"$108,698",-,-,"$108,698",100%
811,The Circle 2002 Re-release,"$107,751",-,-,"$107,751",100%
812,Return from the Other World,"$106,750",-,-,"$106,750",100%
813,A+ Pollux,"$105,414",-,-,"$105,414",100%
814,Big Bad Love,"$104,294","$104,294",100%,-,-
815,Every Stewardess Goes to Heaven,"$104,241",-,-,"$104,241",100%
816,World Traveler,"$103,863","$103,863",100%,-,-
817,Jailbreak,"$103,704",-,-,"$103,704",100%
818,Chicken Skin,"$103,694",-,-,"$103,694",100%
819,30 Years to Life,"$103,540","$103,540",100%,-,-
820,Vektløs,"$103,248",-,-,"$103,248",100%
821,We Are Not Less Than Anyone,"$100,838",-,-,"$100,838",100%
822,Sade,"$100,544","$100,544",100%,-,-
823,Road Movie,"$100,500",-,-,"$100,500",100%
824,Nowhere,"$99,895",-,-,"$99,895",100%
825,Bimba,"$99,408",-,-,"$99,408",100%
826,Acosada,"$99,219",-,-,"$99,219",100%
827,"My Boss, My Hero","$99,128",-,-,"$99,128",100%
828,Carnage,"$99,049","$60,158",60.7%,"$38,891",39.3%
829,Handcart,"$98,666","$98,666",100%,-,-
830,Possessed,"$98,169",-,-,"$98,169",100%
831,Aro Tolbukhin in the Mind of a Killer,"$97,779",-,-,"$97,779",100%
832,On Guard,"$97,552","$97,552",100%,-,-
833,Once Upon an Angel,"$97,016",-,-,"$97,016",100%
834,L'amore imperfetto,"$96,515",-,-,"$96,515",100%
835,Chaos and Desire,"$95,888",-,-,"$95,888",100%
836,Kehtaa Hai Dil Baar Baar,"$95,415","$95,415",100%,-,-
837,The Prime Gig,"$94,938",-,-,"$94,938",100%
838,Roberto Succo,"$94,407",-,-,"$94,407",100%
839,The Uncertainty Principle,"$94,261",-,-,"$94,261",100%
840,At My Finger Tips,"$94,063",-,-,"$94,063",100%
841,Escaflowne: The Movie,"$94,060","$94,060",100%,-,-
842,"Antigua, My Life","$93,996",-,-,"$93,996",100%
843,Teacher in a Bikini,"$93,896",-,-,"$93,896",100%
844,A Map of the Heart,"$93,665",-,-,"$93,665",100%
845,La bande du drugstore,"$92,940",-,-,"$92,940",100%
846,The Brats,"$92,436",-,-,"$92,436",100%
847,Poniente,"$91,972",-,-,"$91,972",100%
848,Second Skin,"$91,433",-,-,"$91,433",100%
849,Seventeen Times Cécile Cassard,"$88,946",-,-,"$88,946",100%
850,The Orphan of Anyang,"$87,838",-,-,"$87,838",100%
851,Before You Go,"$87,445",-,-,"$87,445",100%
852,Borstal Boy,"$87,400","$87,400",100%,-,-
853,War Photographer,"$86,863","$61,040",70.3%,"$25,823",29.7%
854,Sorted,"$86,722",-,-,"$86,722",100%
855,"Help, I'm a Boy!","$86,671",-,-,"$86,671",100%
856,The Dark Side of the Heart 2,"$86,466",-,-,"$86,466",100%
857,The Beach of the Greyhounds,"$85,604",-,-,"$85,604",100%
858,Salomé,"$85,323",-,-,"$85,323",100%
859,"Wesh, Wesh, What's Happening?","$85,249",-,-,"$85,249",100%
860,Angel on the Right,"$85,024",-,-,"$85,024",100%
861,The Good Old Naughty Days,"$85,006","$60,862",71.6%,"$24,144",28.4%
862,Andelská tvár,"$84,684",-,-,"$84,684",100%
863,Hemso,"$84,623",-,-,"$84,623",100%
864,Mademoiselle,"$83,928",-,-,"$83,928",100%
865,Les petites couleurs,"$83,840",-,-,"$83,840",100%
866,Names Engraved in Marble,"$83,112",-,-,"$83,112",100%
867,The Damned,"$82,851",-,-,"$82,851",100%
868,Our Tropical Island,"$82,211",-,-,"$82,211",100%
869,Mimic 2,"$81,531",-,-,"$81,531",100%
870,Baader,"$81,245",-,-,"$81,245",100%
871,Quo Vadis 2002 Re-release,"$79,923",-,-,"$79,923",100%
872,Purely Coincidental,"$79,430",-,-,"$79,430",100%
873,Naked Weapon,"$78,340",-,-,"$78,340",100%
874,Micaela,"$77,943",-,-,"$77,943",100%
875,Baraka 2002 Re-release,"$77,873","$77,873",100%,-,-
876,A Loving Father,"$77,735",-,-,"$77,735",100%
877,Alive,"$77,630",-,-,"$77,630",100%
878,My Life on Ice,"$77,618",-,-,"$77,618",100%
879,Apartment #5C,"$77,028",-,-,"$77,028",100%
880,Umur,"$75,984",-,-,"$75,984",100%
881,Widespread Panic: The Earth Will Swallow You,"$75,204","$75,204",100%,-,-
882,Om Jai Jagadish,"$74,437",-,-,"$74,437",100%
883,La biblia negra,"$73,573",-,-,"$73,573",100%
884,Just the Beginning,"$72,832",-,-,"$72,832",100%
885,The War in Paris,"$72,748",-,-,"$72,748",100%
886,White Smoke,"$72,265",-,-,"$72,265",100%
887,"The Good, the Bad and the Ugly 2002 Re-release","$71,905",-,-,"$71,905",100%
888,Umberto D.,"$71,816","$71,816",100%,-,-
889,Cubbyhouse,"$71,573",-,-,"$71,573",100%
890,Snipes,"$70,569","$70,569",100%,-,-
891,Ten Days Without Love,"$69,595",-,-,"$69,595",100%
892,BBC2 Play of the Week: Langrishe Go Down,"$69,338","$69,338",100%,-,-
893,Girls Can't Swim,"$69,250","$69,250",100%,-,-
894,Ted Bundy,"$68,716","$6,073",8.8%,"$62,643",91.2%
895,Tell Me Something,"$68,416",-,-,"$68,416",100%
896,Handcuff King,"$67,540",-,-,"$67,540",100%
897,The Contender 2002 Re-release,"$67,179",-,-,"$67,179",100%
898,The New Legend of Shaolin,"$67,112",-,-,"$67,112",100%
899,Girlie,"$66,656",-,-,"$66,656",100%
900,Ring 2,"$65,586",-,-,"$65,586",100%
901,Spooky House,"$65,238","$65,238",100%,-,-
902,Gaudi Afternoon,"$65,115","$5,858",9%,"$59,257",91%
903,Sound of the Sea,"$64,469",-,-,"$64,469",100%
904,Just a Kiss,"$64,389","$64,389",100%,-,-
905,The Congress,"$63,623",-,-,"$63,623",100%
906,She Me and Her,"$63,542",-,-,"$63,542",100%
907,Nijinsky: The Diaries of Vaslav Nijinsky,"$63,364","$55,968",88.3%,"$7,396",11.7%
908,Casablanca 2002 Re-release,"$63,244",-,-,"$63,244",100%
909,Le chignon d'Olga,"$63,081",-,-,"$63,081",100%
910,La Dolce Vita,"$63,018",-,-,"$63,018",100%
911,Fatma,"$62,930",-,-,"$62,930",100%
912,No Such Thing,"$62,703","$62,703",100%,-,-
913,Down by Law 2002 Re-release,"$62,389",-,-,"$62,389",100%
914,Ten Minutes Older: The Trumpet,"$62,221",-,-,"$62,221",100%
915,The Dancer,"$61,684",-,-,"$61,684",100%
916,Chelsea Walls,"$60,902","$60,902",100%,-,-
917,Dead Man's Hand,"$60,346",-,-,"$60,346",100%
918,Ikiru,"$60,239","$60,239",100%,-,-
919,Music for Weddings and Funerals,"$59,008",-,-,"$59,008",100%
920,Harvard Man,"$56,653","$56,653",100%,-,-
921,Nora the Cook,"$56,260",-,-,"$56,260",100%
922,The Profession of Arms,"$55,926",-,-,"$55,926",100%
923,I'm Tired of Killing Your Lovers,"$55,700",-,-,"$55,700",100%
924,The Muse 2002 Re-release,"$55,607",-,-,"$55,607",100%
925,Versus,"$55,500",-,-,"$55,500",100%
926,Smilet i øyet,"$55,376",-,-,"$55,376",100%
927,Ciao America,"$54,965","$54,965",100%,-,-
928,Strass,"$54,314",-,-,"$54,314",100%
929,Guns & Talks,"$54,185",-,-,"$54,185",100%
930,N'Gopp,"$52,994",-,-,"$52,994",100%
931,Memento Mori,"$52,692",-,-,"$52,692",100%
932,The Magic Pudding 2002 Re-release,"$52,669",-,-,"$52,669",100%
933,Hush!,"$52,462","$21,278",40.6%,"$31,184",59.4%
934,In My Skin,"$52,231","$31,046",59.4%,"$21,185",40.6%
935,The Devils,"$52,047",-,-,"$52,047",100%
936,Führer Ex,"$51,772",-,-,"$51,772",100%
937,The Fire and the Rain,"$51,549","$51,549",100%,-,-
938,Da wan,"$51,059",$820,1.6%,"$50,239",98.4%
939,Like an Airplane,"$50,107",-,-,"$50,107",100%
940,How to Kill Your Neighbor's Dog,"$49,894","$49,894",100%,-,-
941,Va Savoir (Who Knows?) 2002 Re-release,"$49,865",-,-,"$49,865",100%
942,Failan,"$49,665",-,-,"$49,665",100%
943,Bolivar Is Me,"$48,911","$48,911",100%,-,-
944,Between Strangers,"$48,821",-,-,"$48,821",100%
945,Shake It,"$48,536",-,-,"$48,536",100%
946,Interview with the Assassin,"$48,058","$48,058",100%,-,-
947,The Virgin of Lust,"$47,537",-,-,"$47,537",100%
948,Ivans xtc.,"$47,027","$47,027",100%,-,-
949,The Clay Bird,"$46,852",-,-,"$46,852",100%
950,Etoiles: Dancers of the Paris Opera Ballet,"$46,412","$46,412",100%,-,-
951,New Best Friend,"$46,375","$46,375",100%,-,-
952,Quasi quasi...,"$46,289",-,-,"$46,289",100%
953,Bin lim mai ching,"$45,829",-,-,"$45,829",100%
954,The Legend of Titanic,"$45,524",-,-,"$45,524",100%
955,Croupier 2002 Re-release,"$45,500",-,-,"$45,500",100%
956,The Chimp,"$45,360",-,-,"$45,360",100%
957,The Third Wheel,"$44,925",-,-,"$44,925",100%
958,A Time for Drunken Horses 2002 Re-release,"$44,656",-,-,"$44,656",100%
959,This Was Solitude,"$44,631",-,-,"$44,631",100%
960,Enfin pris?,"$44,611",-,-,"$44,611",100%
961,Just Do It!,"$44,079",-,-,"$44,079",100%
962,A Grin Without A Cat,"$43,616","$43,616",100%,-,-
963,In All Innocence,"$42,456",-,-,"$42,456",100%
964,Bolivia,"$42,451","$33,098",78%,"$9,353",22%
965,The Guava House,"$42,250",-,-,"$42,250",100%
966,Hollywood Hong-Kong,"$42,169",-,-,"$42,169",100%
967,Don's Plum,"$41,939",-,-,"$41,939",100%
968,Blackboards,"$41,772","$23,520",56.3%,"$18,252",43.7%
969,Talk to Her,"$41,730",-,-,"$41,730",100%
970,Iktifah Jafar Masri,"$41,579",-,-,"$41,579",100%
971,Aram,"$40,747",-,-,"$40,747",100%
972,Celos,"$39,762",-,-,"$39,762",100%
973,Two,"$39,333",-,-,"$39,333",100%
974,Come se fosse amore,"$39,163",-,-,"$39,163",100%
975,Al-Eshku wa Al-Dam,"$38,968",-,-,"$38,968",100%
976,Alas rotas,"$38,865",-,-,"$38,865",100%
977,A Rumor of Angels,"$38,610","$38,610",100%,-,-
978,Porto of My Childhood,"$38,537",-,-,"$38,537",100%
979,Tangled,"$38,407",-,-,"$38,407",100%
980,Captain Pantoja and the Special Services,"$38,380",-,-,"$38,380",100%
981,All About Lily Chou-Chou,"$38,082","$26,485",69.5%,"$11,597",30.5%
982,Retrospective Jacques Tati,"$38,002",-,-,"$38,002",100%
983,La vita degli altri,"$37,115",-,-,"$37,115",100%
984,La chatte andalouse,"$36,530",-,-,"$36,530",100%
985,Love & Sex 2002 Re-release,"$36,476",-,-,"$36,476",100%
986,Rosa Funzeca,"$35,839",-,-,"$35,839",100%
987,Innocents,"$35,828",-,-,"$35,828",100%
988,Funerària independent,"$35,817",-,-,"$35,817",100%
989,Shake It 2002 Re-release,"$35,632",-,-,"$35,632",100%
990,Shipwrecked on Route D 17,"$35,474",-,-,"$35,474",100%
991,Oadah madkosah Mushakhobin,"$35,400",-,-,"$35,400",100%
992,Stolen Tangos,"$34,983",-,-,"$34,983",100%
993,Brak,"$34,843",-,-,"$34,843",100%
994,Shou zu qing shen,"$34,707",-,-,"$34,707",100%
995,Il mare non c'è paragone,"$33,556",-,-,"$33,556",100%
996,Kadosh 2002 Re-release,"$33,320",-,-,"$33,320",100%
997,Fausto 5.0,"$33,155",-,-,"$33,155",100%
998,"Le bruit, l'odeur et quelques étoiles","$33,046",-,-,"$33,046",100%
999,On the Edge,"$33,044",-,-,"$33,044",100%
"1,000",The Trespasser,"$33,041",-,-,"$33,041",100%
"1,001",Advertising Rules!,"$32,933",-,-,"$32,933",100%
"1,002",Lucky and Zorba,"$32,904",-,-,"$32,904",100%
"1,003",No sabe no contesta,"$32,433",-,-,"$32,433",100%
"1,004",Prisoner of the Mountains 2002 Re-release,"$31,808",-,-,"$31,808",100%
"1,005",Ocean Men: Extreme Dive,"$31,340",-,-,"$31,340",100%
"1,006",KT,"$31,204",-,-,"$31,204",100%
"1,007",Gangster No. 1,"$30,915","$30,915",100%,-,-
"1,008",Choo-choo-2,"$30,664",-,-,"$30,664",100%
"1,009",Tempted,"$30,295",-,-,"$30,295",100%
"1,010",Mutant Aliens,"$29,687",-,-,"$29,687",100%
"1,011",Daughter of Keltoum,"$29,302",-,-,"$29,302",100%
"1,012",Little Cheung,"$29,172",-,-,"$29,172",100%
"1,013",Ripper,"$29,141",-,-,"$29,141",100%
"1,014",Investigation Into the Invisible World,"$28,740",-,-,"$28,740",100%
"1,015",The Reunion,"$28,312",-,-,"$28,312",100%
"1,016",Teddy Bears' Picnic,"$28,149","$28,149",100%,-,-
"1,017",Old Women,"$27,373",-,-,"$27,373",100%
"1,018","Sobri, ponyvafilm","$26,841",-,-,"$26,841",100%
"1,019",Gwiazdor,"$26,809",-,-,"$26,809",100%
"1,020","Massoud, the Afghan 2002 Re-release","$26,747","$26,747",100%,-,-
"1,021",The Best of Times 2002 Re-release,"$26,383",-,-,"$26,383",100%
"1,022",8½ 2002 Re-release,"$26,200",-,-,"$26,200",100%
"1,023",Delbaran,"$26,026",-,-,"$26,026",100%
"1,024",Quitting,"$25,717","$18,531",72.1%,"$7,186",27.9%
"1,025",L'inverno,"$25,689",-,-,"$25,689",100%
"1,026",Kisses for Everyone,"$25,626",-,-,"$25,626",100%
"1,027",Love Forbidden,"$25,324",-,-,"$25,324",100%
"1,028",One Hundred Steps,"$25,002",-,-,"$25,002",100%
"1,029",The Isle,"$24,963","$20,666",82.8%,"$4,297",17.2%
"1,030",Horses: The Story of Equus,"$24,716",-,-,"$24,716",100%
"1,031",As a Man,"$24,450",-,-,"$24,450",100%
"1,032",Mascara,"$24,210",-,-,"$24,210",100%
"1,033",Borders,"$24,200",-,-,"$24,200",100%
"1,034",Together 2002 Re-release,"$23,919",-,-,"$23,919",100%
"1,035",My Camera and Me,"$23,878",-,-,"$23,878",100%
"1,036",Liars Club,"$23,792","$23,792",100%,-,-
"1,037",The Shop Around the Corner 2002 Re-release,"$23,662",-,-,"$23,662",100%
"1,038",Get Real 2002 Re-release,"$23,618",-,-,"$23,618",100%
"1,039",A Moment of Happiness,"$23,379",-,-,"$23,379",100%
"1,040",Esther Kahn,"$23,371","$23,371",100%,-,-
"1,041",King Lear 2002 Re-release,"$23,197",-,-,"$23,197",100%
"1,042",The Good War,"$22,885",-,-,"$22,885",100%
"1,043",Beware of Greeks... Bearing Guns,"$22,167",-,-,"$22,167",100%
"1,044",Cuba feliz,"$22,071","$22,071",100%,-,-
"1,045",Anita Takes a Chance,"$22,043",-,-,"$22,043",100%
"1,046",Project 100,"$21,958",-,-,"$21,958",100%
"1,047",Master of the Flying Guillotine,"$21,779","$21,779",100%,-,-
"1,048",Crazy as Hell,"$21,679","$21,679",100%,-,-
"1,049",Il diario di Matilde Manzoni,"$21,416",-,-,"$21,416",100%
"1,050",What If We Talk About Love?,"$21,133",-,-,"$21,133",100%
"1,051",Les Etoiles filantes,"$21,076",-,-,"$21,076",100%
"1,052",Philanthropy,"$20,795",-,-,"$20,795",100%
"1,053",The Iron Ladies,"$20,688",-,-,"$20,688",100%
"1,054",I Love Beijing,"$20,561",-,-,"$20,561",100%
"1,055",The Cage,"$20,353",-,-,"$20,353",100%
"1,056",The Meaning of Life 2002 Re-release,"$20,145",-,-,"$20,145",100%
"1,057","Sia, the Dream of the Python","$19,830","$4,662",23.5%,"$15,168",76.5%
"1,058",Peppermint Candy 2002 Re-release,"$19,594",-,-,"$19,594",100%
"1,059",Shower 2002 Re-release,"$19,517",-,-,"$19,517",100%
"1,060",Haider lebt - 1. April 2021,"$19,430",-,-,"$19,430",100%
"1,061",René,"$19,094",-,-,"$19,094",100%
"1,062",Encantado,"$19,092",-,-,"$19,092",100%
"1,063",Devils on the Doorstep,"$18,944","$18,944",100%,-,-
"1,064",The Road,"$18,933",-,-,"$18,933",100%
"1,065",Love and a Bullet,"$18,926","$18,926",100%,-,-
"1,066",The Five Senses 2002 Re-release,"$18,756",-,-,"$18,756",100%
"1,067",Blissfully Yours,"$18,720",-,-,"$18,720",100%
"1,068",Proximity,"$18,569",-,-,"$18,569",100%
"1,069",A New Life,"$18,387",-,-,"$18,387",100%
"1,070",Hell House,"$18,279","$18,279",100%,-,-
"1,071",A Piece of Sky,"$18,205",-,-,"$18,205",100%
"1,072",5 Fingers,"$18,065",-,-,"$18,065",100%
"1,073",Scarlet Diva,"$18,062","$18,062",100%,-,-
"1,074",The Wackos,"$17,935",-,-,"$17,935",100%
"1,075","1974, une partie de campagne","$17,831",-,-,"$17,831",100%
"1,076",The Tune,"$17,794",-,-,"$17,794",100%
"1,077",Night at the Golden Eagle,"$17,643","$17,643",100%,-,-
"1,078",Kagemusha 2002 Re-release,"$17,462",-,-,"$17,462",100%
"1,079",The Words of My Father,"$17,456",-,-,"$17,456",100%
"1,080",Chinese Glory,"$17,418",-,-,"$17,418",100%
"1,081",A Skin Too Few: The Days of Nick Drake,"$17,384","$17,384",100%,-,-
"1,082",Under Suspicion 2002 Re-release,"$17,222",-,-,"$17,222",100%
"1,083",The Last Letter,"$16,858",-,-,"$16,858",100%
"1,084",Maya,"$16,645",-,-,"$16,645",100%
"1,085",Gypsy,"$16,546",-,-,"$16,546",100%
"1,086",The Firefly,"$16,510",-,-,"$16,510",100%
"1,087",The Dark Crystal 2002 Re-release,"$16,474",-,-,"$16,474",100%
"1,088",Earth,"$16,141",-,-,"$16,141",100%
"1,089",Contes et légendes de France: Le lièvre de la forêt de Bondy,"$16,016",-,-,"$16,016",100%
"1,090",Vulgar,"$15,927","$15,927",100%,-,-
"1,091",Bobby G. Can't Swim,"$15,900","$15,900",100%,-,-
"1,092",Large,"$15,831",-,-,"$15,831",100%
"1,093",Jeunesse dorée,"$15,688",-,-,"$15,688",100%
"1,094",Last Dance,"$15,515","$15,515",100%,-,-
"1,095",I'll Sing for You,"$15,465",-,-,"$15,465",100%
"1,096",Pipe Dream,"$15,430","$15,430",100%,-,-
"1,097",Keeper of the Flame,"$15,392",-,-,"$15,392",100%
"1,098",My Darling Clementine 2002 Re-release,"$15,293",-,-,"$15,293",100%
"1,099",An American Tail 2002 Re-release,"$15,293",-,-,"$15,293",100%
"1,100",Road,"$15,255",-,-,"$15,255",100%
"1,101",Annas Sommer,"$15,077",-,-,"$15,077",100%
"1,102",Bruiser,"$14,960",-,-,"$14,960",100%
"1,103",It's Better to Be Wealthy and Healthy Than Poor and Ill,"$14,915",-,-,"$14,915",100%
"1,104",Los pintin al rescate,"$14,898",-,-,"$14,898",100%
"1,105","Paul Morrisey, La Triologie","$14,851",-,-,"$14,851",100%
"1,106",Sugar & Spice 2002 Re-release,"$14,814",-,-,"$14,814",100%
"1,107",A Letter to Three Wives,"$14,768",-,-,"$14,768",100%
"1,108",Pink Floyd: The Wall 2002 Re-release,"$14,704",-,-,"$14,704",100%
"1,109",Mayday: The Wings of Dream,"$14,601",-,-,"$14,601",100%
"1,110",The Next Big Thing,"$14,600","$14,600",100%,-,-
"1,111",Truly Human 2002 Re-release,"$14,574",-,-,"$14,574",100%
"1,112",The Settlers,"$14,556","$14,556",100%,-,-
"1,113",Machin: A Full Life,"$14,485",-,-,"$14,485",100%
"1,114",Pandora and the Flying Dutchman,"$14,404",-,-,"$14,404",100%
"1,115",Spiders of the Night,"$14,269",-,-,"$14,269",100%
"1,116",Thesis,"$14,227",-,-,"$14,227",100%
"1,117",Last Resort 2002 Re-release,"$14,197",-,-,"$14,197",100%
"1,118",Taboo 2002 Re-release,"$13,949",-,-,"$13,949",100%
"1,119",A Tale of Springtime,"$13,867",-,-,"$13,867",100%
"1,120",Man's Gentle Love,"$13,775",-,-,"$13,775",100%
"1,121",8 ½ Women 2002 Re-release,"$13,445",-,-,"$13,445",100%
"1,122",The Brothers Lionheart,"$13,184",-,-,"$13,184",100%
"1,123",Coronación,"$12,908",-,-,"$12,908",100%
"1,124",Un petit cas de conscience,"$12,782",-,-,"$12,782",100%
"1,125",The Price of Forgiveness,"$12,776",-,-,"$12,776",100%
"1,126",Canícula,"$12,712",-,-,"$12,712",100%
"1,127",The Man Who Would Be King 2002 Re-release,"$12,678",-,-,"$12,678",100%
"1,128",The Afternoon of a Torturer,"$12,646",-,-,"$12,646",100%
"1,129",Lansdown,"$12,614","$12,614",100%,-,-
"1,130",2 Films de David Williams,"$12,610",-,-,"$12,610",100%
"1,131",To Have and Have Not 2002 Re-release,"$12,459",-,-,"$12,459",100%
"1,132",Rated X,"$12,449",-,-,"$12,449",100%
"1,133",Aniol w Krakowie,"$12,431",-,-,"$12,431",100%
"1,134",Visitor Q,"$12,397",-,-,"$12,397",100%
"1,135",The Conversation 2002 Re-release,"$12,180",-,-,"$12,180",100%
"1,136",Papillons de nuit,"$12,012",-,-,"$12,012",100%
"1,137",Shaye & Kiki,"$12,000","$12,000",100%,-,-
"1,138",Beck: Sista vittnet,"$11,960",-,-,"$11,960",100%
"1,139",Yellow Asphalt,"$11,907","$11,907",100%,-,-
"1,140",Smokers Only,"$11,871","$11,871",100%,-,-
"1,141",Janice Beard,"$11,816","$11,816",100%,-,-
"1,142",Reflections in a Golden Eye 2002 Re-release,"$11,773",-,-,"$11,773",100%
"1,143","Pier Paolo Pasolini, La Trilogie de la Vie","$11,575",-,-,"$11,575",100%
"1,144",Crop Circles: Quest for Truth,"$11,562","$11,562",100%,-,-
"1,145",Films Noirs et series roses,"$11,518",-,-,"$11,518",100%
"1,146",B. Monkey 2002 Re-release,"$11,461",-,-,"$11,461",100%
"1,147",The Mesmerist,"$11,422","$11,422",100%,-,-
"1,148",Veloma,"$11,393",-,-,"$11,393",100%
"1,149",Family Fundamentals,"$11,344","$11,344",100%,-,-
"1,150",Fantômes,"$11,274",-,-,"$11,274",100%
"1,151",The Left-Hand Side of the Fridge,"$11,180",-,-,"$11,180",100%
"1,152",The Honey Pot,"$11,159",-,-,"$11,159",100%
"1,153",Venus Boyz,"$11,016",-,-,"$11,016",100%
"1,154",Cluny Brown,"$11,003",-,-,"$11,003",100%
"1,155",The Women 2002 Re-release,"$10,712",-,-,"$10,712",100%
"1,156",El forastero,"$10,690",-,-,"$10,690",100%
"1,157",The Long Goodbye 2002 Re-release,"$10,655",-,-,"$10,655",100%
"1,158",Beach Cafe,"$10,525",-,-,"$10,525",100%
"1,159",Lazaro's Girlfriend,"$10,496",-,-,"$10,496",100%
"1,160",Love in the Time of Money,"$10,410","$10,410",100%,-,-
"1,161",Marche et rêve! Les homards de l'utopie,"$10,384",-,-,"$10,384",100%
"1,162",The Ghost and Mrs. Muir,"$10,384",-,-,"$10,384",100%
"1,163",Sullivan's Travels 2002 Re-release,"$10,249",-,-,"$10,249",100%
"1,164",Revolution #9,"$10,133","$10,133",100%,-,-
"1,165",Confusion of Genders,"$9,970",-,-,"$9,970",100%
"1,166",Take Care of My Cat,"$9,866","$9,866",100%,-,-
"1,167",Accidental Saint,"$9,802",-,-,"$9,802",100%
"1,168",Freddy Got Fingered 2002 Re-release,"$9,776",-,-,"$9,776",100%
"1,169",Dark Passage,"$9,693",-,-,"$9,693",100%
"1,170",Fifth Avenue Girl,"$9,636",-,-,"$9,636",100%
"1,171",From Dusk Till Dawn 3: The Hangman's Daughter,"$9,617",-,-,"$9,617",100%
"1,172",My Brother the Vampire,"$9,483",-,-,"$9,483",100%
"1,173",Check and Mate,"$9,444",-,-,"$9,444",100%
"1,174",Uprising,"$9,266",-,-,"$9,266",100%
"1,175",Pedro Almodovar de la Provoc' a L'Emotion,"$9,261",-,-,"$9,261",100%
"1,176",A Man Vanishes,"$9,256",-,-,"$9,256",100%
"1,177",Escape to Paradise,"$9,194",-,-,"$9,194",100%
"1,178",Hurlyburly 2002 Re-release,"$9,142",-,-,"$9,142",100%
"1,179",To Love Too Much,"$9,095",-,-,"$9,095",100%
"1,180",Il Posto,"$9,080","$9,080",100%,-,-
"1,181",The Killers,"$8,944",-,-,"$8,944",100%
"1,182",Lubitsch or Not Lubitsch,"$8,934",-,-,"$8,934",100%
"1,183",Cube 2002 Re-release,"$8,914",-,-,"$8,914",100%
"1,184",Warlock,"$8,892",-,-,"$8,892",100%
"1,185",The Luzhin Defence 2002 Re-release,"$8,873",-,-,"$8,873",100%
"1,186",Cremaster 1,"$8,778",-,-,"$8,778",100%
"1,187",River of No Return,"$8,757",-,-,"$8,757",100%
"1,188",Sanjuro 2002 Re-release,"$8,720",-,-,"$8,720",100%
"1,189",Maybe Baby 2002 Re-release,"$8,717",-,-,"$8,717",100%
"1,190",(Paris: XY),"$8,679",-,-,"$8,679",100%
"1,191",La distance,"$8,601",-,-,"$8,601",100%
"1,192",Only Angels Have Wings 2002 Re-release,"$8,554",-,-,"$8,554",100%
"1,193",My Russia,"$8,547",-,-,"$8,547",100%
"1,194",Lulu,"$8,518",-,-,"$8,518",100%
"1,195",Mean Streets 2002 Re-release,"$8,486",-,-,"$8,486",100%
"1,196",Sos Brigade de Secours,"$8,440",-,-,"$8,440",100%
"1,197",Petty Crimes,"$8,393",-,-,"$8,393",100%
"1,198",The Rising Place,"$8,360","$8,360",100%,-,-
"1,199",The Day a Pig Fell Into the Well,"$8,354",-,-,"$8,354",100%
"1,200",Everyone Loves Alice,"$8,344",-,-,"$8,344",100%
"1,201",Charade 2002 Re-release,"$8,342",-,-,"$8,342",100%
"1,202",The Lighthouse,"$8,248",-,-,"$8,248",100%
